ROWID,fir_rowid,ipc_rowid
3823,2318,21
3824,2319,18
3825,2319,11
3826,2319,17
3827,2320,10
3828,2321,24
3829,2322,16
3830,2322,27
3831,2323,29
3832,2324,4
3833,2324,5
3834,2324,20
3835,2325,6
3836,2326,28
3837,2327,10
3838,2328,29
3839,2329,12
3840,2329,21
3841,2330,16
3842,2330,27
3843,2331,16
3844,2331,27
3845,2332,23
3846,2333,29
3847,2334,10
3848,2334,21
3849,2335,4
3850,2336,16
3851,2336,14
3852,2336,27
3853,2337,29
3854,2338,26
3855,2339,22
3856,2340,24
3857,2341,10
3858,2341,21
3859,2342,12
3860,2342,13
3861,2343,22
3862,2343,21
3863,2344,10
3864,2345,10
3865,2345,12
3866,2346,10
3867,2346,12
3868,2347,8
3869,2348,28
3870,2349,26
3871,2350,10
3872,2351,8
3873,2351,21
3874,2352,24
3875,2353,26
3876,2353,21
3877,2354,18
3878,2354,11
3879,2355,16
3880,2356,10
3881,2357,10
3882,2357,12
3883,2358,12
3884,2358,13
3885,2359,19
3886,2359,20
3887,2359,21
3888,2360,16
3889,2360,27
3890,2360,26
3891,2361,10
3892,2361,21
3893,2362,28
3894,2363,10
3895,2363,21
3896,2364,19
3897,2365,10
3898,2366,28
3899,2367,2
3900,2368,24
3901,2369,10
3902,2369,12
3903,2370,10
3904,2370,21
3905,2371,28
3906,2372,16
3907,2372,27
3908,2372,26
3909,2373,23
3910,2374,12
3911,2374,21
3912,2375,10
3913,2376,29
3914,2377,28
3915,2378,16
3916,2378,14
3917,2378,15
3918,2379,6
3919,2379,20
3920,2380,4
3921,2380,5
3922,2380,21
3923,2381,10
3924,2382,18
3925,2382,11
3926,2383,10
3927,2384,29
3928,2385,29
3929,2386,4
3930,2387,10
3931,2387,21
3932,2388,28
3933,2389,18
3934,2389,11
3935,2390,10
3936,2391,10
3937,2391,12
3938,2392,24
3939,2392,25
3940,2393,18
3941,2393,11
3942,2393,17
3943,2394,24
3944,2395,19
3945,2395,20
3946,2395,21
3947,2396,28
3948,2397,12
3949,2397,21
3950,2398,1
3951,2398,21
3952,2399,16
3953,2400,24
3954,2400,25
3955,2401,12
3956,2402,16
3957,2402,27
3958,2403,7
3959,2403,21
3960,2404,19
3961,2405,22
3962,2406,16
3963,2406,14
3964,2406,15
3965,2407,26
3966,2407,16
3967,2408,10
3968,2409,10
3969,2410,10
3970,2411,28
3971,2412,26
3972,2412,21
